Team1,Team2,Stadium,HostCountry,Team1_Venue,Team2_Venue,Team1_Innings,Team2_Innings,MonthOfMatch,MatchWinner
2,6,43,1,Home,Away,First,Second,Feb,2
12,9,116,12,Home,Away,Second,First,Jan,12
13,1,36,13,Home,Away,Second,First,Aug,13
5,7,133,3,Neutral,Neutral,First,Second,Sep,5
10,4,123,10,Home,Away,First,Second,Dec,10
1,9,130,14,Neutral,Neutral,Second,First,Apr,1
12,4,26,12,Home,Away,Second,First,Feb,12
2,5,43,1,Home,Away,First,Second,Dec,2
5,9,130,14,Neutral,Neutral,First,Second,Apr,5
10,13,2,0,Neutral,Neutral,First,Second,Feb,10
1,14,138,0,Home,Away,First,Second,Jan,14
13,1,38,13,Home,Away,First,Second,Aug,1
4,9,142,3,Home,Away,Second,First,Jun,9
5,1,3,4,Home,Away,First,Second,Oct,1
5,10,144,2,Neutral,Neutral,Second,First,Sep,10
4,5,108,3,Home,Away,First,Second,Aug,5
2,5,115,15,Neutral,Neutral,Second,First,Mar,2
2,15,43,1,Home,Away,Second,First,Dec,2
4,12,142,3,Home,Away,Second,First,Jun,4
10,12,20,0,Neutral,Neutral,Second,First,Mar,12
13,1,36,13,Home,Away,First,Second,Sep,1
2,13,95,0,Neutral,Neutral,Second,First,Feb,13
12,4,26,12,Home,Away,First,Second,Jan,12
15,13,64,16,Home,Away,Second,First,Jun,15
1,4,20,0,Home,Away,Second,First,Jan,1
1,14,138,0,Home,Away,Second,First,Jan,14
2,5,36,13,Neutral,Neutral,First,Second,Jul,5
4,14,16,3,Home,Away,Second,First,Jul,14
9,10,49,12,Neutral,Neutral,First,Second,Dec,10
4,10,108,3,Home,Away,First,Second,Aug,4
3,14,79,2,Home,Away,Second,First,Aug,14
4,14,91,3,Home,Away,First,Second,Jul,14
8,11,125,8,Home,Away,Second,First,Jun,8
13,14,26,12,Neutral,Neutral,First,Second,Feb,13
9,4,149,9,Home,Away,First,Second,Feb,9
9,13,27,3,Neutral,Neutral,Second,First,Jun,9
5,1,100,4,Home,Away,Second,First,Oct,5
4,9,20,0,Neutral,Neutral,First,Second,Jan,4
9,1,8,9,Home,Away,Second,First,Feb,9
4,5,142,3,Home,Away,First,Second,Sep,5
9,1,8,9,Home,Away,Second,First,Feb,1
11,8,0,11,Home,Away,First,Second,Jun,11
1,4,95,0,Home,Away,Second,First,Jan,4
9,4,35,9,Home,Away,Second,First,Feb,9
10,12,51,10,Home,Away,Second,First,Oct,10
14,9,80,15,Home,Away,Second,First,Jul,14
8,7,141,8,Home,Away,First,Second,Jul,8
1,14,138,0,Home,Away,Second,First,Jan,14
1,4,95,0,Home,Away,First,Second,Feb,1
10,9,123,10,Home,Away,Second,First,Dec,10
12,10,109,12,Home,Away,Second,First,Dec,12
2,4,43,1,Home,Away,First,Second,Mar,4
9,1,47,9,Home,Away,First,Second,Mar,1
4,5,130,14,Neutral,Neutral,Second,First,Apr,5
1,9,95,0,Home,Away,Second,First,Jan,1
12,13,117,15,Neutral,Neutral,Second,First,Mar,12
15,10,64,16,Home,Away,First,Second,Mar,10
5,10,130,14,Neutral,Neutral,Second,First,Apr,10
10,14,95,0,Neutral,Neutral,Second,First,Nov,14
5,4,68,4,Home,Away,First,Second,Nov,5
1,13,2,0,Home,Away,Second,First,Jan,1
12,9,48,12,Home,Away,First,Second,Aug,12
2,5,43,1,Home,Away,Second,First,Jun,5
9,12,98,9,Home,Away,Second,First,Oct,12
1,9,111,0,Home,Away,Second,First,Jan,9
1,10,2,0,Home,Away,Second,First,Dec,10
1,12,117,15,Neutral,Neutral,Second,First,Jun,12
1,14,111,0,Home,Away,First,Second,Feb,1
4,15,91,3,Home,Away,Second,First,Jul,4
1,14,95,0,Home,Away,Second,First,Jan,14
3,6,144,2,Home,Away,Second,First,Sep,6
1,13,135,15,Neutral,Neutral,Second,First,Apr,1
12,5,26,12,Home,Away,First,Second,Jan,5
10,14,95,0,Neutral,Neutral,First,Second,Feb,14
1,14,32,4,Neutral,Neutral,First,Second,Oct,1
7,2,102,6,Home,Away,First,Second,Aug,2
1,14,111,0,Home,Away,First,Second,Dec,14
11,5,56,11,Home,Away,First,Second,Aug,5
12,13,73,12,Home,Away,Second,First,Feb,12
4,5,88,3,Home,Away,Second,First,Jul,4
15,0,64,16,Home,Away,Second,First,Feb,0
0,15,130,14,Neutral,Neutral,Second,First,Jan,15
13,4,62,13,Home,Away,First,Second,Dec,4
4,10,27,3,Home,Away,First,Second,Jun,10
5,10,36,13,Neutral,Neutral,Second,First,Jul,10
5,9,60,4,Home,Away,First,Second,Nov,5
4,1,16,3,Home,Away,First,Second,Jun,4
3,14,29,12,Neutral,Neutral,First,Second,Feb,14
5,12,66,4,Home,Away,First,Second,Nov,12
6,0,12,5,Home,Away,Second,First,Jul,0
5,13,66,4,Home,Away,Second,First,Nov,5
9,5,140,9,Home,Away,Second,First,Jan,9
4,10,93,3,Home,Away,Second,First,Aug,4
10,13,43,1,Neutral,Neutral,First,Second,Jun,10
14,4,55,15,Home,Away,Second,First,Mar,14
13,5,36,13,Home,Away,First,Second,Sep,13
1,14,100,4,Neutral,Neutral,Second,First,Oct,14
7,14,102,6,Home,Away,Second,First,Aug,14
12,14,114,12,Home,Away,First,Second,Jan,12
7,11,35,9,Neutral,Neutral,First,Second,Jan,11
13,4,36,13,Home,Away,Second,First,Mar,13
5,12,101,4,Home,Away,Second,First,Mar,12
5,1,13,4,Home,Away,Second,First,Oct,5
1,15,40,4,Neutral,Neutral,First,Second,Apr,1
10,12,8,9,Neutral,Neutral,First,Second,Mar,10
13,14,38,13,Home,Away,First,Second,Aug,13
0,7,7,8,Neutral,Neutral,Second,First,Jul,0
2,10,43,1,Home,Away,Second,First,Mar,10
9,5,35,9,Home,Away,First,Second,Jan,9
15,2,64,16,Home,Away,First,Second,Aug,15
14,4,19,15,Home,Away,Second,First,Mar,14
14,2,81,15,Home,Away,Second,First,May,14
12,9,78,12,Home,Away,Second,First,Oct,12
4,5,16,3,Home,Away,First,Second,Sep,5
5,13,13,4,Home,Away,Second,First,Sep,5
12,1,48,12,Home,Away,First,Second,Mar,1
15,2,22,16,Home,Away,First,Second,Aug,2
5,10,144,2,Neutral,Neutral,Second,First,Sep,10
1,14,138,0,Home,Away,Second,First,Jan,1
4,1,33,3,Home,Away,Second,First,Sep,4
1,4,65,0,Home,Away,Second,First,Jan,1
5,15,72,4,Home,Away,First,Second,Dec,15
14,1,115,15,Home,Away,First,Second,May,14
9,14,35,9,Home,Away,First,Second,Jan,9
15,5,22,16,Home,Away,Second,First,May,15
4,13,142,3,Home,Away,First,Second,May,4
1,12,11,15,Neutral,Neutral,First,Second,Mar,1
13,10,36,13,Home,Away,First,Second,Aug,10
1,2,25,3,Neutral,Neutral,Second,First,Jun,1
10,14,70,4,Neutral,Neutral,First,Second,Oct,14
2,6,43,1,Home,Away,First,Second,Mar,2
14,9,115,15,Home,Away,Second,First,Apr,14
15,13,64,16,Home,Away,Second,First,Apr,13
7,12,102,6,Home,Away,Second,First,Sep,12
10,9,51,10,Home,Away,First,Second,Nov,10
14,10,115,15,Home,Away,Second,First,Mar,14
4,9,16,3,Home,Away,First,Second,May,4
1,4,138,0,Home,Away,Second,First,Dec,1
10,14,20,0,Neutral,Neutral,First,Second,Jan,14
9,10,103,9,Home,Away,First,Second,Feb,9
10,14,43,1,Neutral,Neutral,Second,First,Oct,14
1,4,95,0,Home,Away,First,Second,Jan,4
9,4,149,9,Home,Away,First,Second,Mar,9
4,14,130,14,Neutral,Neutral,Second,First,Dec,4
10,15,51,10,Home,Away,Second,First,Jan,10
4,10,45,14,Neutral,Neutral,Second,First,Feb,4
10,14,142,3,Neutral,Neutral,Second,First,Jun,14
5,7,109,12,Neutral,Neutral,First,Second,Oct,5
1,10,7,8,Neutral,Neutral,First,Second,Aug,1
5,13,101,4,Home,Away,First,Second,Oct,5
15,1,64,16,Home,Away,Second,First,Aug,1
13,2,36,13,Home,Away,First,Second,Sep,13
4,14,133,3,Home,Away,First,Second,Jun,4
12,13,73,12,Home,Away,First,Second,Jan,13
5,1,13,4,Home,Away,First,Second,Nov,5
1,9,95,0,Home,Away,First,Second,Feb,1
1,14,84,7,Neutral,Neutral,First,Second,Sep,1
9,14,35,9,Home,Away,Second,First,Feb,9
4,1,16,3,Home,Away,Second,First,Jun,1
9,15,103,9,Home,Away,Second,First,Feb,15
12,10,26,12,Home,Away,First,Second,Jan,12
5,13,76,10,Neutral,Neutral,Second,First,Jul,13
1,10,100,4,Neutral,Neutral,Second,First,Oct,10
1,13,138,0,Home,Away,First,Second,Feb,13
1,5,95,0,Home,Away,First,Second,Feb,1
4,15,16,3,Home,Away,First,Second,Jul,4
14,12,115,15,Home,Away,Second,First,Apr,14
4,1,142,3,Home,Away,Second,First,Jun,1
3,7,40,4,Neutral,Neutral,Second,First,Mar,3
2,5,43,1,Home,Away,First,Second,Jun,5
5,10,130,14,Neutral,Neutral,Second,First,Oct,10
1,5,138,0,Home,Away,Second,First,Jan,1
10,14,132,10,Home,Away,First,Second,Dec,14
13,5,36,13,Home,Away,Second,First,Aug,5
1,4,138,0,Home,Away,Second,First,Feb,1
12,2,78,12,Home,Away,Second,First,Oct,12
1,12,20,0,Home,Away,First,Second,Jan,12
9,1,103,9,Home,Away,Second,First,Mar,1
14,10,58,15,Home,Away,First,Second,Jul,10
7,11,96,6,Home,Away,First,Second,Jan,7
13,10,36,13,Home,Away,Second,First,Aug,10
1,5,130,14,Neutral,Neutral,First,Second,Apr,1
1,15,133,3,Neutral,Neutral,First,Second,Jun,1
15,5,64,16,Home,Away,First,Second,Jun,5
4,7,25,3,Home,Away,Second,First,May,4
9,1,8,9,Home,Away,First,Second,Feb,1
14,9,19,15,Home,Away,First,Second,Apr,14
12,10,48,12,Home,Away,First,Second,Dec,10
4,14,20,0,Neutral,Neutral,First,Second,Dec,14
13,1,36,13,Home,Away,Second,First,Feb,1
1,12,111,0,Home,Away,First,Second,Feb,1
10,14,59,10,Home,Away,Second,First,Nov,14
5,15,82,4,Home,Away,First,Second,Mar,15
10,14,86,10,Home,Away,Second,First,Dec,10
9,14,35,9,Home,Away,First,Second,Jan,14
1,5,138,0,Home,Away,First,Second,Feb,1
12,13,73,12,Home,Away,First,Second,Apr,12
1,14,2,0,Home,Away,Second,First,Feb,1
10,14,2,0,Neutral,Neutral,Second,First,Dec,14
13,4,38,13,Home,Away,First,Second,Oct,4
12,14,114,12,Home,Away,Second,First,Jan,12
15,4,22,16,Home,Away,Second,First,Oct,4
10,5,86,10,Home,Away,Second,First,Mar,5
13,8,36,13,Home,Away,First,Second,Sep,13
9,14,103,9,Home,Away,Second,First,Jan,9
6,4,46,5,Home,Away,Second,First,Aug,4
4,12,32,4,Neutral,Neutral,First,Second,Mar,4
5,14,144,2,Neutral,Neutral,Second,First,Sep,14
4,9,142,3,Home,Away,Second,First,May,4
1,13,138,0,Home,Away,Second,First,Jan,1
5,14,38,13,Neutral,Neutral,Second,First,Jul,5
12,13,111,0,Neutral,Neutral,Second,First,Jan,12
15,0,22,16,Home,Away,Second,First,Oct,0
4,10,108,3,Home,Away,First,Second,Sep,10
3,11,14,12,Neutral,Neutral,First,Second,Apr,3
12,15,73,12,Home,Away,Second,First,Jan,12
10,14,59,10,Home,Away,First,Second,Nov,14
9,13,130,14,Neutral,Neutral,First,Second,Nov,9
13,5,38,13,Home,Away,First,Second,Aug,5
1,5,2,0,Home,Away,First,Second,Jan,1
10,14,138,0,Neutral,Neutral,First,Second,Jan,14
9,12,103,9,Home,Away,First,Second,Mar,12
13,2,36,13,Home,Away,Second,First,Jul,13
6,15,102,6,Neutral,Neutral,Second,First,Oct,15
9,10,8,9,Home,Away,First,Second,Mar,10
4,14,16,3,Home,Away,Second,First,May,4
10,12,123,10,Home,Away,First,Second,Oct,10
7,13,102,6,Home,Away,First,Second,Sep,13
9,14,8,9,Home,Away,Second,First,Jan,14
9,1,47,9,Home,Away,First,Second,Mar,9
13,2,36,13,Home,Away,Second,First,Aug,13
9,5,8,9,Home,Away,First,Second,Jan,5
12,9,29,12,Home,Away,Second,First,Nov,12
12,5,73,12,Home,Away,Second,First,Dec,12
0,11,47,9,Neutral,Neutral,Second,First,Feb,0
7,2,102,6,Home,Away,First,Second,Aug,2
1,14,2,0,Home,Away,Second,First,Jan,1
9,1,8,9,Home,Away,Second,First,Mar,1
6,7,46,5,Home,Away,Second,First,Jul,6
8,11,102,6,Neutral,Neutral,Second,First,Feb,11
12,9,114,12,Home,Away,Second,First,Oct,12
10,14,48,12,Neutral,Neutral,Second,First,Feb,14
4,1,91,3,Home,Away,Second,First,Jun,4
7,11,125,8,Neutral,Neutral,Second,First,Jul,11
15,14,64,16,Home,Away,First,Second,Dec,14
5,13,43,1,Neutral,Neutral,First,Second,Mar,5
4,14,142,3,Home,Away,First,Second,Sep,14
2,5,43,1,Home,Away,First,Second,May,5
14,12,135,15,Home,Away,Second,First,May,12
5,10,93,3,Neutral,Neutral,First,Second,Jun,5
9,5,35,9,Home,Away,Second,First,Apr,9
10,14,86,10,Home,Away,Second,First,Nov,10
14,10,58,15,Home,Away,Second,First,May,10
2,0,43,1,Home,Away,First,Second,Sep,0
1,10,95,0,Home,Away,First,Second,Jan,1
5,13,94,4,Home,Away,First,Second,Dec,13
10,5,99,10,Home,Away,First,Second,Feb,5
14,1,115,15,Home,Away,Second,First,Apr,1
10,9,86,10,Home,Away,First,Second,Apr,10
9,10,47,9,Home,Away,Second,First,Dec,10
4,13,106,15,Neutral,Neutral,Second,First,Apr,13
10,13,1,14,Neutral,Neutral,First,Second,Oct,10
4,15,78,12,Neutral,Neutral,Second,First,Jan,4
2,13,43,1,Home,Away,First,Second,Mar,13
15,14,64,16,Home,Away,Second,First,Dec,14
5,9,6,4,Home,Away,Second,First,Nov,5
6,4,46,5,Home,Away,First,Second,Sep,4
1,12,60,4,Neutral,Neutral,First,Second,Nov,12
5,10,29,12,Neutral,Neutral,Second,First,Sep,10
1,9,2,0,Home,Away,Second,First,Dec,1
4,13,142,3,Home,Away,First,Second,Jun,13
0,6,57,4,Neutral,Neutral,First,Second,Mar,6
3,7,26,12,Neutral,Neutral,First,Second,Feb,7
10,14,76,10,Home,Away,Second,First,Oct,14
12,13,102,6,Neutral,Neutral,First,Second,Oct,13
12,9,114,12,Home,Away,First,Second,Nov,9
5,13,121,4,Home,Away,First,Second,Dec,5
10,5,99,10,Home,Away,First,Second,Dec,10
4,14,91,3,Home,Away,First,Second,May,4
7,3,102,6,Home,Away,First,Second,Feb,7
9,10,103,9,Home,Away,Second,First,Dec,9
1,4,114,12,Neutral,Neutral,Second,First,Mar,1
10,15,65,0,Neutral,Neutral,First,Second,Feb,10
5,13,60,4,Home,Away,Second,First,Jan,5
1,9,95,0,Home,Away,Second,First,Jan,1
13,4,36,13,Home,Away,First,Second,Mar,13
6,10,46,5,Home,Away,First,Second,May,10
5,12,101,4,Home,Away,First,Second,Mar,12
10,13,59,10,Home,Away,First,Second,Oct,10
1,9,138,0,Home,Away,Second,First,Jan,9
12,13,65,0,Neutral,Neutral,Second,First,Feb,13
9,13,95,0,Neutral,Neutral,First,Second,Feb,9
5,14,142,3,Neutral,Neutral,Second,First,Jun,14
1,4,95,0,Home,Away,Second,First,Feb,1
5,10,144,2,Neutral,Neutral,First,Second,Sep,10
9,5,47,9,Home,Away,First,Second,Mar,9
4,1,33,3,Home,Away,Second,First,Jul,4
9,2,103,9,Home,Away,First,Second,Dec,9
1,13,2,0,Home,Away,Second,First,Feb,1
5,10,83,4,Home,Away,First,Second,Feb,10
10,14,20,0,Neutral,Neutral,First,Second,Jan,10
0,15,130,14,Neutral,Neutral,First,Second,Dec,0
12,10,26,12,Home,Away,Second,First,Nov,10
13,5,36,13,Home,Away,First,Second,Aug,13
1,13,95,0,Home,Away,Second,First,Jan,1
2,15,43,1,Home,Away,Second,First,Jan,15
10,14,130,14,Neutral,Neutral,First,Second,Oct,10
2,8,34,1,Home,Away,Second,First,Mar,2
14,12,19,15,Home,Away,Second,First,May,12
9,13,47,9,Home,Away,First,Second,Mar,9
8,12,7,8,Home,Away,Second,First,May,12
4,10,93,3,Home,Away,Second,First,Jun,4
13,12,62,13,Home,Away,Second,First,Jul,12
12,14,73,12,Home,Away,Second,First,Feb,12
1,2,39,0,Home,Away,First,Second,Sep,1
5,10,144,2,Neutral,Neutral,First,Second,Sep,10
12,5,29,12,Home,Away,First,Second,Dec,5
9,5,63,9,Home,Away,First,Second,Feb,9
1,13,65,0,Home,Away,First,Second,Feb,13
13,5,38,13,Home,Away,Second,First,Jun,5
1,13,20,0,Home,Away,First,Second,Mar,1
12,5,114,12,Home,Away,First,Second,Nov,12
5,13,94,4,Home,Away,Second,First,Feb,5
9,2,119,9,Home,Away,Second,First,Dec,9
1,4,138,0,Home,Away,First,Second,Dec,4
5,13,101,4,Home,Away,First,Second,Mar,5
1,12,64,16,Neutral,Neutral,First,Second,Aug,12
1,5,2,0,Home,Away,Second,First,Dec,1
10,14,144,2,Neutral,Neutral,Second,First,Sep,10
14,10,55,15,Home,Away,Second,First,Mar,14
5,1,30,4,Home,Away,First,Second,Oct,5
15,13,22,16,Home,Away,Second,First,Apr,13
4,9,142,3,Home,Away,First,Second,Jun,9
1,9,111,0,Home,Away,First,Second,Feb,1
12,13,109,12,Home,Away,First,Second,Jan,12
9,1,35,9,Home,Away,First,Second,Mar,1
11,13,65,0,Neutral,Neutral,Second,First,Mar,13
14,1,28,15,Home,Away,Second,First,Apr,14
9,2,103,9,Home,Away,First,Second,Feb,9
1,9,95,0,Home,Away,First,Second,Dec,9
15,0,22,16,Home,Away,Second,First,Oct,15
10,13,130,14,Neutral,Neutral,First,Second,Oct,10
4,1,142,3,Home,Away,Second,First,Sep,1
14,13,117,15,Home,Away,Second,First,Apr,13
1,15,65,0,Home,Away,First,Second,Jan,1
1,10,2,0,Home,Away,Second,First,Dec,1
5,14,130,14,Neutral,Neutral,First,Second,Oct,14
1,5,95,0,Home,Away,Second,First,Feb,1
12,10,29,12,Home,Away,Second,First,Nov,12
5,10,7,8,Neutral,Neutral,Second,First,Aug,10
4,5,142,3,Home,Away,Second,First,Jul,4
9,5,47,9,Home,Away,Second,First,Mar,9
14,2,19,15,Home,Away,First,Second,Apr,14
4,10,101,4,Neutral,Neutral,First,Second,Oct,10
1,14,138,0,Home,Away,First,Second,Jan,1
5,1,3,4,Home,Away,Second,First,Mar,5
1,15,3,4,Neutral,Neutral,First,Second,Apr,1
12,1,29,12,Home,Away,Second,First,Mar,1
1,10,111,0,Home,Away,Second,First,Jan,10
2,0,43,1,Home,Away,First,Second,Oct,2
6,7,125,8,Neutral,Neutral,Second,First,Jul,6
14,12,80,15,Home,Away,Second,First,Apr,14
14,9,106,15,Home,Away,First,Second,Mar,9
1,13,2,0,Home,Away,Second,First,Feb,13
1,4,138,0,Home,Away,First,Second,Mar,4
15,12,22,16,Home,Away,Second,First,Sep,12
2,10,38,13,Neutral,Neutral,Second,First,Jun,10
9,4,8,9,Home,Away,First,Second,Jan,4
10,9,132,10,Home,Away,Second,First,Oct,9
5,15,29,12,Neutral,Neutral,First,Second,Feb,15
14,4,19,15,Home,Away,First,Second,Apr,4
10,14,21,3,Neutral,Neutral,First,Second,May,10
4,10,108,3,Home,Away,First,Second,Aug,4
7,5,102,6,Home,Away,First,Second,Oct,5
13,1,36,13,Home,Away,Second,First,Apr,13
15,14,22,16,Home,Away,First,Second,Nov,15
12,9,78,12,Home,Away,Second,First,Jan,9
10,15,131,10,Home,Away,First,Second,Nov,15
12,10,48,12,Home,Away,Second,First,Feb,10
13,14,130,14,Neutral,Neutral,Second,First,Oct,13
5,14,130,14,Neutral,Neutral,Second,First,Oct,5
5,14,147,4,Home,Away,Second,First,Nov,14
3,14,79,2,Home,Away,First,Second,Aug,14
1,14,95,0,Home,Away,Second,First,Jan,14
12,9,109,12,Home,Away,First,Second,Jan,9
5,14,61,4,Home,Away,Second,First,Feb,5
6,12,24,0,Neutral,Neutral,Second,First,Mar,12
4,13,20,0,Neutral,Neutral,Second,First,Jan,4
15,0,22,16,Home,Away,Second,First,Oct,15
15,9,64,16,Home,Away,First,Second,Oct,9
5,13,93,3,Neutral,Neutral,Second,First,Jun,13
14,15,33,3,Neutral,Neutral,First,Second,Jul,15
9,15,35,9,Home,Away,Second,First,Mar,15
5,10,138,0,Neutral,Neutral,First,Second,Mar,5
1,12,138,0,Home,Away,First,Second,Jan,1
1,14,95,0,Home,Away,First,Second,Dec,1
10,14,133,3,Neutral,Neutral,First,Second,Sep,14
12,13,60,4,Neutral,Neutral,First,Second,Nov,12
5,15,130,14,Neutral,Neutral,Second,First,Nov,5
7,14,118,4,Neutral,Neutral,First,Second,Feb,7
4,9,21,3,Home,Away,First,Second,Jul,9
14,10,81,15,Home,Away,First,Second,Apr,14
5,15,130,14,Neutral,Neutral,Second,First,Oct,5
5,10,101,4,Home,Away,Second,First,Mar,10
14,1,80,15,Home,Away,First,Second,May,1
1,15,2,0,Home,Away,First,Second,Jan,1
12,1,29,12,Home,Away,First,Second,Feb,12
5,12,95,0,Neutral,Neutral,First,Second,Feb,5
3,6,7,8,Neutral,Neutral,First,Second,Jul,6
15,14,64,16,Home,Away,Second,First,Nov,14
12,13,20,0,Neutral,Neutral,Second,First,Jan,13
13,5,36,13,Home,Away,First,Second,Jun,5
1,10,36,13,Neutral,Neutral,First,Second,Sep,1
12,1,26,12,Home,Away,First,Second,Oct,12
6,11,12,5,Home,Away,Second,First,Sep,6
2,13,43,1,Home,Away,Second,First,Feb,13
2,1,43,1,Home,Away,Second,First,Apr,1
14,5,80,15,Home,Away,Second,First,Jun,14
5,9,111,0,Neutral,Neutral,First,Second,Jan,9
15,5,64,16,Home,Away,Second,First,Feb,5
14,10,80,15,Home,Away,Second,First,Mar,14
7,3,102,6,Home,Away,Second,First,Oct,7
12,14,29,12,Home,Away,Second,First,Jan,12
14,5,80,15,Home,Away,First,Second,Jul,5
15,2,64,16,Home,Away,Second,First,Mar,2
15,14,22,16,Home,Away,First,Second,Jul,14
10,15,131,10,Home,Away,Second,First,Feb,10
10,9,123,10,Home,Away,Second,First,Apr,10
5,14,32,4,Home,Away,First,Second,Jan,14
4,12,123,10,Neutral,Neutral,Second,First,Feb,12
5,10,148,4,Home,Away,First,Second,Apr,5
0,15,130,14,Neutral,Neutral,Second,First,Dec,0
8,0,141,8,Home,Away,First,Second,Jul,0
1,12,112,10,Neutral,Neutral,Second,First,Oct,1
15,13,64,16,Home,Away,Second,First,Dec,13
6,3,46,5,Home,Away,First,Second,Sep,6
1,4,83,4,Neutral,Neutral,First,Second,Nov,1
15,13,64,16,Home,Away,First,Second,Nov,13
10,1,86,10,Home,Away,Second,First,Nov,1
11,3,0,11,Home,Away,Second,First,Jul,11
8,3,125,8,Home,Away,Second,First,Jul,8
9,1,63,9,Home,Away,First,Second,Feb,9
9,13,100,4,Neutral,Neutral,Second,First,Mar,13
13,10,38,13,Home,Away,Second,First,Aug,13
7,15,102,6,Home,Away,First,Second,Oct,15
1,13,138,0,Home,Away,First,Second,Feb,1
4,10,93,3,Home,Away,First,Second,May,4
9,10,1,14,Neutral,Neutral,Second,First,Nov,10
2,9,31,3,Neutral,Neutral,First,Second,May,9
5,13,130,14,Neutral,Neutral,Second,First,Apr,5
4,14,88,3,Home,Away,Second,First,Jul,4
9,4,35,9,Home,Away,Second,First,Feb,4
4,10,108,3,Home,Away,Second,First,Jul,4
10,4,132,10,Home,Away,First,Second,Dec,4
14,5,80,15,Home,Away,Second,First,Jun,14
12,13,86,10,Neutral,Neutral,First,Second,Nov,12
5,12,69,4,Home,Away,Second,First,Oct,12
7,8,116,12,Neutral,Neutral,First,Second,Apr,8
1,10,95,0,Home,Away,First,Second,Jan,10
14,13,115,15,Home,Away,First,Second,Jun,14
9,2,35,9,Home,Away,First,Second,Dec,9
14,1,135,15,Home,Away,Second,First,Jun,14
5,4,13,4,Home,Away,First,Second,Jan,4
4,10,95,0,Neutral,Neutral,Second,First,Mar,10
1,5,142,3,Neutral,Neutral,First,Second,Jun,1
10,14,130,14,Neutral,Neutral,Second,First,Oct,14
13,15,130,14,Neutral,Neutral,First,Second,Nov,15
4,1,133,3,Home,Away,Second,First,Sep,1
4,13,139,3,Home,Away,First,Second,Jun,4
9,13,35,9,Home,Away,Second,First,Jan,9
10,15,142,3,Neutral,Neutral,First,Second,Jun,10
14,10,115,15,Home,Away,First,Second,Apr,14
5,9,40,4,Home,Away,Second,First,Nov,5
5,14,32,4,Home,Away,Second,First,Oct,5
1,14,20,0,Home,Away,Second,First,Jan,1
4,15,142,3,Home,Away,First,Second,Jul,15
1,13,138,0,Home,Away,Second,First,Jan,1
14,15,2,0,Neutral,Neutral,First,Second,Jan,14
14,10,19,15,Home,Away,First,Second,Apr,10
1,5,95,0,Home,Away,Second,First,Jan,1
8,14,46,5,Neutral,Neutral,First,Second,Jul,14
15,4,64,16,Home,Away,First,Second,Oct,4
6,8,83,4,Neutral,Neutral,Second,First,Mar,6
12,1,29,12,Home,Away,Second,First,Feb,12
5,14,121,4,Home,Away,First,Second,Jan,14
1,5,95,0,Home,Away,First,Second,Jan,1
10,15,80,15,Neutral,Neutral,First,Second,Mar,10
2,10,43,1,Home,Away,Second,First,Jun,10
1,15,37,4,Neutral,Neutral,First,Second,Oct,1
2,15,43,1,Home,Away,Second,First,Jan,2
5,15,121,4,Home,Away,First,Second,Dec,5
13,5,38,13,Home,Away,Second,First,Aug,13
1,13,111,0,Home,Away,Second,First,Dec,1
12,4,17,12,Home,Away,First,Second,Jan,4
12,15,17,12,Home,Away,Second,First,Sep,12
4,9,73,12,Neutral,Neutral,First,Second,Sep,9
3,8,144,2,Home,Away,Second,First,Jul,8
13,1,36,13,Home,Away,Second,First,Feb,13
13,15,49,12,Neutral,Neutral,First,Second,Mar,13
10,13,130,14,Neutral,Neutral,First,Second,Apr,13
13,14,130,14,Neutral,Neutral,First,Second,Oct,14
4,5,88,3,Home,Away,Second,First,Jun,4
6,9,117,15,Neutral,Neutral,Second,First,Apr,9
14,1,81,15,Home,Away,Second,First,Mar,1
5,4,71,4,Home,Away,First,Second,Mar,4
12,13,73,12,Home,Away,Second,First,Jan,13
0,3,141,8,Neutral,Neutral,Second,First,Jul,0
6,13,46,5,Home,Away,Second,First,Jun,13
10,14,99,10,Home,Away,First,Second,Nov,10
5,9,37,4,Home,Away,Second,First,Dec,5
1,14,91,3,Neutral,Neutral,First,Second,Jun,14
8,9,146,4,Neutral,Neutral,Second,First,Feb,9
15,13,64,16,Home,Away,First,Second,Jun,13
9,13,63,9,Home,Away,Second,First,Feb,9
14,1,58,15,Home,Away,First,Second,Mar,14
0,6,125,8,Neutral,Neutral,Second,First,Jul,6
12,13,26,12,Home,Away,First,Second,Feb,12
1,4,138,0,Home,Away,Second,First,Jan,1
7,15,17,12,Neutral,Neutral,Second,First,Mar,7
4,13,112,10,Neutral,Neutral,First,Second,Oct,4
5,10,130,14,Neutral,Neutral,Second,First,Mar,10
1,12,95,0,Home,Away,Second,First,Dec,12
13,15,36,13,Home,Away,First,Second,Dec,13
5,15,145,3,Neutral,Neutral,First,Second,Jun,5
15,10,64,16,Home,Away,Second,First,Sep,10
12,4,73,12,Home,Away,First,Second,Feb,12
9,13,8,9,Home,Away,Second,First,Jan,13
14,4,106,15,Home,Away,First,Second,Mar,4
5,10,16,3,Neutral,Neutral,First,Second,Sep,10
10,13,65,0,Neutral,Neutral,Second,First,Feb,10
4,10,91,3,Home,Away,Second,First,Jun,10
5,15,60,4,Home,Away,Second,First,Mar,5
9,1,8,9,Home,Away,Second,First,Mar,1
15,2,64,16,Home,Away,First,Second,Apr,15
6,8,102,6,Neutral,Neutral,Second,First,Feb,8
